Id,Class
812,1
813,1
814,1
815,1
816,0
817,0
818,0
819,5
820,5
821,5
822,5
823,4
824,4
825,3
826,3
827,3
828,9
829,9
830,9
831,2
832,2
833,2
834,1
835,1
836,1
837,4
838,5
839,5
840,2
841,2
842,2
843,3
844,3
845,3
846,0
847,0
848,0
849,2
850,2
851,2
852,4
853,4
854,4
855,6
856,6
857,6
858,8
859,8
860,8
861,7
862,7
863,7
864,6
865,6
866,6
867,2
868,2
869,2
870,8
871,8
872,8
873,1
874,1
875,1
876,9
877,9
878,9
879,3
880,3
881,3
882,9
883,9
884,9
885,8
886,9
887,9
888,8
889,8
890,8
891,4
892,4
893,4
894,2
895,2
896,2
897,1
898,1
899,1
900,5
901,5
902,5
903,9
904,9
905,9
906,6
907,6
908,6
909,7
910,7
911,7
912,2
913,2
914,2
915,5
916,5
917,5
918,4
919,4
920,4
921,3
922,3
923,3
924,8
925,8
926,8
927,3
928,3
929,3
930,0
931,0
932,0
933,3
934,3
935,3
936,1
937,1
938,1
939,9
940,9
941,9
942,6
943,6
944,6
945,3
946,3
947,3
948,5
949,5
950,5
951,5
952,8
953,8
954,8
955,8
956,9
957,5
958,4
959,4
960,4
961,4
962,4
963,5
964,5
965,5
966,4
967,4
968,4
969,3
970,3
971,3
972,0
973,0
974,0
975,3
976,3
977,3
978,5
979,5
980,5
981,6
982,6
983,6
984,3
985,3
986,3
987,5
988,3
989,3
990,1
991,1
992,1
993,3
994,3
995,3
996,5
997,5
998,5
999,7
1000,7
1001,7
1002,5
1003,5
1004,5
1005,5
1006,5
1007,5
1008,8
1009,8
1010,8
1011,8
1012,8
1013,1
1014,1
1015,4
1016,4
1017,6
1018,6
1019,6
1020,1
1021,1
1022,1
1023,3
1024,3
1025,3
1026,7
1027,7
1028,7
1029,2
1030,2
1031,2
1032,8
1033,4
1034,4
1035,3
1036,3
1037,3
1038,4
1039,4
1040,4
1041,2
1042,2
1043,2
1044,9
1045,9
1046,9
1047,3
1048,3
1049,3
1050,0
1051,0
1052,0
1053,3
1054,3
1055,3
1056,3
1057,3
1058,3
1059,1
1060,1
1061,1
1062,3
1063,3
1064,3
1065,7
1066,7
1067,7
1068,1
1069,1
1070,1
1071,0
1072,0
1073,0
1074,1
1075,1
1076,1
1077,0
1078,9
1079,0
1080,5
1081,3
1082,3
1083,2
1084,2
1085,2
1086,3
1087,3
1088,3
1089,9
1090,9
1091,9
1092,2
1093,2
1094,2
1095,7
1096,7
1097,7
1098,4
1099,4
1100,4
1101,2
1102,2
1103,2
1104,0
1105,0
1106,0
1107,3
1108,3
1109,3
1110,4
1111,4
1112,4
1113,0
1114,0
1115,0
1116,1
1117,1
1118,1
1119,8
1120,8
1121,3
1122,3
1123,0
1124,3
1125,8
1126,8
1127,8
1128,7
1129,7
1130,7
1131,0
1132,0
1133,0
1134,8
1135,8
1136,8
1137,1
1138,1
1139,1
1140,2
1141,2
1142,2
1143,0
1144,0
1145,0
1146,6
1147,6
1148,6
1149,3
1150,3
1151,3
1152,3
1153,3
1154,3
1155,8
1156,8
1157,8
1158,7
1159,7
1160,7
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1167,0
1168,0
1169,0
1170,4
1171,4
1172,4
1173,6
1174,6
1175,6
1176,7
1177,7
1178,7
1179,5
1180,5
1181,5
1182,9
1183,9
1184,9
1185,8
1186,8
1187,8
1188,3
1189,3
1190,3
1191,8
1192,8
1193,8
1194,1
1195,1
1196,1
1197,4
1198,5
1199,5
1200,5
1201,5
1202,5
1203,9
1204,9
1205,9
1206,0
1207,0
1208,0
1209,3
1210,3
1211,3
1212,4
1213,4
1214,4
1215,4
1216,4
1217,4
1218,6
1219,6
1220,6
1221,7
1222,7
1223,7
1224,1
1225,0
1226,0
1227,2
1228,2
1229,2
1230,7
1231,7
1232,7
1233,7
1234,7
1235,7
1236,1
1237,1
1238,1
1239,3
1240,3
1241,3
1242,0
1243,0
1244,0
1245,2
1246,2
1247,2
1248,9
1249,9
1250,9
1251,2
1252,2
1253,2
1254,6
1255,6
1256,6
1257,9
1258,7
1259,7
1260,3
1261,3
1262,3
1263,0
1264,0
1265,0
1266,4
1267,5
1268,5
1269,9
1270,9
1271,9
1272,7
1273,7
1274,7
1275,4
1276,5
1277,4
1278,8
1279,8
1280,8
1281,4
1282,4
1283,4
1284,3
1285,3
1286,3
1287,6
1288,6
1289,6
1290,6
1291,6
1292,6
1293,1
1294,1
1295,1
1296,7
1297,7
1298,7
1299,1
1300,1
1301,1
1302,1
1303,1
1304,1
1305,3
1306,3
1307,3
1308,8
1309,8
1310,8
1311,0
1312,0
1313,0
1314,7
1315,7
1316,7
1317,4
1318,4
1319,4
1320,4
1321,4
1322,4
1323,7
1324,0
1325,0
1326,2
1327,2
1328,2
1329,9
1330,9
1331,9
1332,7
1333,7
1334,7
1335,1
1336,1
1337,1
1338,5
1339,5
1340,5
1341,0
1342,0
1343,0
1344,3
1345,3
1346,3
1347,9
1348,9
1349,9
1350,5
1351,5
1352,5
1353,1
1354,1
1355,1
1356,8
1357,8
1358,8
1359,3
1360,3
1361,3
1362,1
1363,1
1364,1
1365,2
1366,2
1367,2
1368,2
1369,2
1370,2
1371,2
1372,2
1373,2
1374,0
1375,0
1376,0
1377,1
1378,5
1379,5
1380,2
1381,2
1382,2
1383,9
1384,9
1385,9
1386,7
1387,2
1388,7
1389,2
1390,2
1391,2
1392,0
1393,0
1394,0
1395,5
1396,5
1397,5
1398,4
1399,4
1400,4
1401,7
1402,7
1403,7
1404,3
1405,3
1406,3
1407,6
1408,6
1409,6
1410,0
1411,3
1412,3
1413,9
1414,9
1415,9
1416,3
1417,3
1418,3
1419,9
1420,9
1421,9
1422,3
1423,3
1424,3
1425,6
1426,6
1427,6
1428,5
1429,1
1430,9
1431,3
1432,3
1433,3
1434,3
1435,3
1436,3
1437,2
1438,2
1439,2
1440,1
1441,3
1442,3
1443,3
1444,3
1445,3
1446,3
1447,3
1448,3
1449,5
1450,4
1451,5
1452,2
1453,2
1454,2
1455,5
1456,5
1457,5
1458,1
1459,1
1460,1
1461,1
1462,1
1463,1
1464,6
1465,6
1466,6
1467,7
1468,7
1469,7
1470,3
1471,3
1472,3
1473,9
1474,9
1475,9
1476,7
1477,7
1478,7
1479,7
1480,7
1481,7
1482,3
1483,3
1484,3
1485,5
1486,5
1487,3
1488,7
1489,7
1490,7
1491,8
1492,8
1493,6
1494,4
1495,5
1496,5
1497,9
1498,9
1499,9
1500,4
1501,4
1502,5
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,3
1510,3
1511,3
1512,1
1513,1
1514,1
1515,9
1516,9
1517,9
1518,0
1519,0
1520,0
1521,3
1522,3
1523,3
1524,9
1525,2
1526,8
1527,7
1528,7
1529,7
1530,2
1531,2
1532,2
1533,4
1534,4
1535,4
1536,2
1537,2
1538,2
1539,6
1540,6
1541,6
1542,1
1543,1
1544,1
1545,7
1546,7
1547,7
1548,1
1549,1
1550,1
1551,2
1552,2
1553,2
1554,0
1555,0
1556,0
1557,6
1558,6
1559,6
1560,1
1561,1
1562,1
1563,5
1564,5
1565,5
1566,0
1567,0
1568,0
1569,4
1570,4
1571,4
1572,3
1573,3
1574,3
1575,1
1576,1
1577,1
1578,0
1579,0
1580,0
1581,6
1582,6
1583,6
1584,5
1585,9
1586,9
1587,3
1588,3
1589,3
1590,1
1591,1
1592,1
1593,1
1594,1
1595,1
1596,0
1597,0
1598,0
1599,2
1600,2
1601,2
1602,0
1603,0
1604,0
1605,8
1606,8
1607,8
1608,0
1609,0
1610,0
1611,1
1612,4
1613,1
1614,0
1615,0
1616,0
1617,4
1618,5
1619,4
1620,3
1621,3
1622,3
1623,7
1624,7
1625,7
1626,7
1627,7
1628,7
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,2
1636,2
1637,2
1638,1
1639,1
1640,1
1641,6
1642,6
1643,6
1644,6
1645,6
1646,6
1647,4
1648,4
1649,1
1650,7
1651,7
1652,7
1653,0
1654,0
1655,0
1656,6
1657,6
1658,6
1659,7
1660,7
1661,7
1662,1
1663,1
1664,1
1665,1
1666,1
1667,1
1668,5
1669,5
1670,5
1671,4
1672,5
1673,4
1674,4
1675,4
1676,5
1677,0
1678,0
1679,0
1680,1
1681,1
1682,1
1683,1
1684,1
1685,1
1686,0
1687,0
1688,0
1689,4
1690,4
1691,5
1692,1
1693,1
1694,1
1695,2
1696,2
1697,2
1698,4
1699,4
1700,4
1701,8
1702,6
1703,6
1704,8
1705,8
1706,1
1707,9
1708,9
1709,9
1710,8
1711,8
1712,8
1713,1
1714,1
1715,1
1716,3
1717,5
1718,5
1719,8
1720,8
1721,8
1722,6
1723,6
1724,6
1725,6
1726,6
1727,6
1728,2
1729,2
1730,2
1731,5
1732,5
1733,5
1734,7
1735,7
1736,7
1737,1
1738,1
1739,1
1740,5
1741,5
1742,5
1743,9
1744,9
1745,9
1746,3
1747,3
1748,3
1749,6
1750,6
1751,6
1752,5
1753,5
1754,5
1755,6
1756,6
1757,6
1758,0
1759,0
1760,0
1761,3
1762,3
1763,3
1764,9
1765,9
1766,9
1767,2
1768,2
1769,2
1770,7
1771,1
1772,5
1773,1
1774,1
1775,1
1776,8
1777,8
1778,3
1779,7
1780,7
1781,7
1782,1
1783,1
1784,1
1785,1
1786,1
1787,1
1788,0
1789,0
1790,0
1791,8
1792,8
1793,8
1794,6
1795,6
1796,6
1797,7
1798,7
1799,7
1800,1
1801,1
1802,1
1803,1
1804,1
1805,1
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,7
1813,7
1814,7
1815,4
1816,4
1817,5
1818,9
1819,9
1820,9
1821,5
1822,8
1823,8
1824,8
1825,8
1826,8
1827,2
1828,2
1829,2
1830,2
1831,2
1832,2
1833,1
1834,1
1835,1
1836,1
1837,1
1838,1
1839,0
1840,0
1841,0
1842,3
1843,3
1844,3
1845,3
1846,3
1847,3
1848,9
1849,8
1850,8
1851,6
1852,6
1853,6
1854,7
1855,7
1856,7
1857,2
1858,2
1859,2
1860,0
1861,0
1862,0
1863,3
1864,3
1865,3
1866,3
1867,3
1868,3
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,3
1876,3
1877,3
1878,1
1879,1
1880,1
1881,8
1882,8
1883,8
1884,5
1885,5
1886,1
1887,5
1888,5
1889,5
1890,0
1891,0
1892,0
1893,5
1894,5
1895,5
1896,1
1897,1
1898,1
1899,7
1900,7
1901,7
1902,8
1903,8
1904,8
1905,3
1906,3
1907,3
1908,0
1909,0
1910,0
1911,3
1912,3
1913,3
1914,3
1915,3
1916,3
1917,4
1918,5
1919,4
1920,4
1921,4
1922,4
1923,0
1924,0
1925,0
1926,6
1927,6
1928,6
1929,4
1930,4
1931,4
1932,2
1933,2
1934,2
1935,4
1936,5
1937,4
1938,7
1939,7
1940,7
1941,5
1942,5
1943,5
1944,9
1945,9
1946,9
1947,8
1948,8
1949,8
1950,5
1951,5
1952,5
1953,0
1954,0
1955,0
1956,7
1957,7
1958,7
1959,6
1960,6
1961,6
1962,5
1963,5
1964,5
1965,2
1966,2
1967,2
1968,0
1969,0
1970,0
1971,6
1972,6
1973,6
1974,1
1975,1
1976,1
1977,7
1978,7
1979,7
1980,3
1981,3
1982,3
1983,1
1984,1
1985,1
1986,3
1987,3
1988,3
1989,2
1990,2
1991,2
1992,8
1993,9
1994,8
1995,4
1996,5
1997,5
1998,7
1999,7
2000,7
2001,7
2002,7
2003,1
2004,9
2005,9
2006,9
2007,2
2008,2
2009,2
2010,1
2011,1
2012,1
2013,0
2014,0
2015,0
2016,1
2017,1
2018,1
2019,1
2020,1
2021,1
2022,0
2023,1
2024,0
2025,0
2026,9
2027,1
2028,3
2029,3
2030,3
2031,3
2032,3
2033,3
2034,0
2035,0
2036,0
2037,4
2038,4
2039,4
2040,0
2041,0
2042,0
2043,7
2044,7
2045,7
2046,3
2047,3
2048,3
2049,2
2050,2
2051,2
2052,3
2053,3
2054,3
2055,7
2056,7
2057,7
2058,5
2059,5
2060,5
2061,1
2062,1
2063,1
2064,4
2065,3
2066,5
2067,4
2068,4
2069,4
2070,6
2071,6
2072,6
2073,3
2074,3
2075,0
2076,5
2077,4
2078,5
2079,1
2080,0
2081,0
2082,5
2083,5
2084,5
2085,7
2086,3
2087,7
2088,0
2089,0
2090,0
2091,8
2092,8
2093,8
2094,8
2095,8
2096,8
2097,9
2098,9
2099,0
2100,7
2101,3
2102,3
2103,0
2104,0
2105,0
2106,3
2107,3
2108,3
2109,7
2110,7
2111,7
2112,3
2113,3
2114,3
2115,4
2116,4
2117,4
2118,9
2119,9
2120,9
2121,4
2122,5
2123,5
2124,7
2125,7
2126,7
2127,7
2128,7
2129,7
2130,1
2131,1
2132,1
2133,4
2134,4
2135,4
2136,9
2137,9
2138,9
2139,1
2140,1
2141,1
2142,9
2143,9
2144,9
2145,8
2146,8
2147,8
2148,4
2149,4
2150,4
2151,0
2152,0
2153,0
2154,2
2155,2
2156,2
2157,5
2158,5
2159,5
2160,2
2161,2
2162,2
2163,6
2164,6
2165,6
2166,2
2167,2
2168,2
2169,2
2170,2
2171,2
2172,3
2173,3
2174,3
2175,3
2176,3
2177,3
2178,2
2179,2
2180,2
2181,7
2182,7
2183,7
2184,0
2185,0
2186,0
2187,2
2188,2
2189,2
2190,3
2191,3
2192,3
2193,1
2194,1
2195,1
2196,1
2197,5
2198,5
2199,3
2200,3
2201,3
2202,2
2203,2
2204,2
2205,2
2206,2
2207,2
2208,8
2209,8
2210,8
2211,1
2212,1
2213,1
2214,4
2215,8
2216,4
2217,8
2218,8
2219,8
2220,6
2221,6
2222,6
2223,2
2224,2
2225,2
2226,8
2227,9
2228,8
2229,1
2230,1
2231,1
2232,3
2233,3
2234,3
2235,2
2236,2
2237,2
2238,8
2239,8
2240,8
2241,0
2242,0
2243,0
2244,5
2245,5
2246,5
2247,8
2248,8
2249,8
2250,0
2251,0
2252,0
2253,8
2254,8
2255,8
2256,1
2257,1
2258,1
2259,1
2260,1
2261,1
2262,1
2263,1
2264,1
2265,9
2266,9
2267,9
2268,4
2269,4
2270,4
2271,8
2272,8
2273,8
2274,1
2275,1
2276,1
2277,1
2278,1
2279,1
2280,1
2281,1
2282,1
2283,7
2284,7
2285,7
2286,1
2287,4
2288,1
2289,7
2290,7
2291,2
2292,9
2293,0
2294,0
2295,9
2296,9
2297,9
2298,3
2299,3
2300,3
2301,7
2302,2
2303,2
2304,2
2305,2
2306,2
2307,2
2308,2
2309,2
2310,9
2311,9
2312,9
2313,2
2314,2
2315,2
2316,1
2317,1
2318,1
2319,1
2320,1
2321,1
2322,0
2323,0
2324,5
2325,5
2326,0
2327,1
2328,6
2329,6
2330,6
2331,2
2332,2
2333,7
2334,2
2335,2
2336,2
2337,4
2338,4
2339,4
2340,6
2341,6
2342,6
2343,3
2344,3
2345,3
2346,0
2347,0
2348,0
2349,0
2350,0
2351,0
2352,2
2353,2
2354,2
2355,7
2356,7
2357,7
2358,7
2359,7
2360,7
2361,2
2362,2
2363,9
2364,9
2365,9
2366,9
2367,9
2368,9
2369,9
2370,1
2371,1
2372,1
2373,2
2374,2
2375,2
2376,7
2377,7
2378,7
2379,3
2380,3
2381,3
2382,4
2383,4
2384,4
2385,3
2386,3
2387,3
2388,3
2389,3
2390,3
2391,6
2392,6
2393,6
2394,6
2395,6
2396,6
2397,2
2398,9
2399,9
2400,1
2401,1
2402,1
2403,4
2404,4
2405,4
2406,8
2407,8
2408,6
2409,4
2410,4
2411,5
2412,2
2413,2
2414,2
2415,8
2416,8
2417,8
2418,7
2419,2
2420,7
2421,5
2422,4
2423,4
2424,5
2425,5
2426,5
2427,2
2428,2
2429,2
2430,5
2431,5
2432,8
2433,3
2434,3
2435,3
2436,3
2437,3
2438,3
2439,0
2440,0
2441,0
2442,1
2443,1
2444,1
2445,8
2446,8
2447,8
2448,0
2449,0
2450,0
2451,1
2452,1
2453,1
2454,5
2455,5
2456,4
2457,1
2458,1
2459,1
2460,5
2461,5
2462,5
2463,3
2464,3
2465,3
2466,4
2467,4
2468,4
2469,6
2470,6
2471,6
2472,9
2473,9
2474,9
2475,0
2476,1
2477,0
2478,2
2479,2
2480,2
2481,9
2482,9
2483,9
2484,3
2485,5
2486,5
2487,5
2488,5
2489,5
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,3
2497,3
2498,3
2499,9
2500,9
2501,9
2502,8
2503,3
2504,3
2505,7
2506,7
2507,7
2508,5
2509,5
2510,5
2511,4
2512,4
2513,4
2514,0
2515,7
2516,0
2517,9
2518,9
2519,9
2520,4
2521,4
2522,4
2523,4
2524,4
2525,4
2526,5
2527,5
2528,5
2529,5
2530,5
2531,5
2532,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,6
2539,6
2540,6
2541,8
2542,8
2543,8
2544,6
2545,6
2546,6
2547,2
2548,2
2549,2
2550,4
2551,4
2552,4
2553,4
2554,4
2555,4
2556,7
2557,7
2558,7
2559,6
2560,6
2561,6
2562,1
2563,1
2564,1
2565,6
2566,6
2567,6
2568,0
2569,0
2570,0
2571,2
2572,2
2573,2
2574,5
2575,5
2576,5
2577,1
2578,5
2579,5
2580,5
2581,5
2582,5
2583,1
2584,1
2585,1
2586,6
2587,6
2588,6
2589,5
2590,5
2591,5
2592,8
2593,8
2594,8
2595,3
2596,3
2597,3
2598,1
2599,1
2600,1
2601,5
2602,5
2603,5
2604,2
2605,2
2606,2
2607,1
2608,1
2609,1
2610,2
2611,2
2612,2
2613,1
2614,1
2615,1
2616,6
2617,6
2618,6
2619,8
2620,8
2621,8
2622,3
2623,3
2624,3
2625,0
2626,0
2627,0
2628,8
2629,8
2630,8
2631,0
2632,0
2633,0
2634,4
2635,4
2636,4
2637,0
2638,0
2639,0
2640,1
2641,1
2642,1
2643,0
2644,0
2645,0
2646,2
2647,2
2648,2
2649,0
2650,3
2651,3
2652,1
2653,1
2654,1
2655,4
2656,5
2657,5
2658,7
2659,7
2660,7
2661,3
2662,3
2663,3
2664,5
2665,5
2666,5
2667,4
2668,4
2669,5
2670,9
2671,9
2672,9
2673,3
2674,3
2675,3
2676,1
2677,1
2678,1
2679,2
2680,8
2681,2
2682,5
2683,5
2684,5
2685,9
2686,9
2687,9
2688,1
2689,1
2690,1
2691,3
2692,3
2693,3
2694,3
2695,3
2696,3
2697,1
2698,1
2699,1
2700,7
2701,7
2702,7
2703,4
2704,4
2705,4
2706,8
2707,8
2708,8
2709,8
2710,8
2711,8
2712,9
2713,9
2714,9
2715,5
2716,4
2717,4
2718,3
2719,3
2720,3
2721,0
2722,0
2723,0
2724,0
2725,0
2726,0
2727,1
2728,4
2729,1
2730,7
2731,7
2732,7
2733,3
2734,3
2735,3
2736,4
2737,4
2738,4
2739,2
2740,2
2741,7
2742,5
2743,5
2744,5
2745,2
2746,2
2747,2
2748,3
2749,3
2750,7
2751,5
2752,5
2753,5
2754,1
2755,1
2756,1
2757,0
2758,0
2759,0
2760,2
2761,2
2762,2
2763,6
2764,6
2765,6
2766,7
2767,5
2768,7
2769,8
2770,8
2771,8
2772,0
2773,0
2774,0
2775,2
2776,2
2777,2
2778,3
2779,3
2780,0
2781,0
2782,0
2783,0
2784,4
2785,4
2786,4
2787,1
2788,1
2789,1
2790,4
2791,4
2792,4
2793,2
2794,2
2795,2
2796,3
2797,3
2798,3
2799,0
2800,0
2801,0
2802,1
2803,1
2804,1
2805,3
2806,3
2807,3
2808,7
2809,7
2810,7
2811,8
2812,8
2813,8
2814,0
2815,0
2816,0
2817,9
2818,9
2819,9
2820,2
2821,2
2822,2
2823,1
2824,1
2825,1
2826,4
2827,4
2828,4
2829,3
2830,3
2831,3
2832,8
2833,8
2834,8
2835,0
2836,0
2837,0
2838,2
2839,2
2840,2
2841,7
2842,7
2843,7
2844,0
2845,0
2846,0
2847,3
2848,3
2849,3
2850,1
2851,1
2852,1
2853,3
2854,3
2855,3
2856,0
2857,0
2858,0
2859,7
2860,7
2861,7
2862,0
2863,0
2864,0
2865,0
2866,7
2867,0
2868,0
2869,0
2870,0
2871,4
2872,4
2873,4
2874,7
2875,7
2876,7
2877,9
2878,9
2879,9
2880,3
2881,3
2882,3
2883,6
2884,6
2885,6
2886,8
2887,8
2888,8
2889,3
2890,5
2891,5
2892,3
2893,3
2894,3
2895,4
2896,4
2897,4
2898,7
2899,7
2900,7
2901,1
2902,1
2903,1
2904,7
2905,7
2906,7
2907,8
2908,8
2909,8
2910,4
2911,4
2912,4
2913,4
2914,4
2915,1
2916,2
2917,2
2918,2
2919,3
2920,3
2921,3
2922,8
2923,8
2924,8
2925,9
2926,9
2927,9
2928,6
2929,6
2930,6
2931,3
2932,3
2933,3
2934,4
2935,4
2936,4
2937,1
2938,1
2939,1
2940,5
2941,5
2942,5
2943,7
2944,7
2945,7
2946,8
2947,8
2948,8
2949,3
2950,3
2951,3
2952,0
2953,0
2954,0
2955,1
2956,1
2957,1
2958,7
2959,7
2960,7
2961,8
2962,8
2963,8
2964,0
2965,0
2966,0
2967,0
2968,0
2969,0
2970,9
2971,9
2972,9
2973,0
2974,0
2975,0
2976,7
2977,7
2978,7
2979,9
2980,9
2981,9
2982,6
2983,6
2984,6
2985,3
2986,3
2987,3
2988,9
2989,9
2990,9
2991,3
2992,3
2993,3
2994,8
2995,8
2996,8
