Id,Class
812,3
813,0
814,1
815,8
816,0
817,0
818,5
819,1
820,5
821,3
822,5
823,6
824,9
825,6
826,2
827,9
828,3
829,3
830,0
831,0
832,3
833,0
834,8
835,7
836,5
837,4
838,0
839,9
840,4
841,4
842,4
843,4
844,0
845,0
846,6
847,8
848,6
849,2
850,4
851,4
852,7
853,6
854,1
855,6
856,0
857,2
858,4
859,0
860,5
861,1
862,4
863,4
864,8
865,3
866,2
867,5
868,2
869,1
870,2
871,1
872,6
873,8
874,3
875,7
876,8
877,0
878,4
879,0
880,1
881,0
882,2
883,0
884,1
885,5
886,7
887,3
888,5
889,5
890,9
891,3
892,1
893,2
894,4
895,9
896,1
897,3
898,3
899,4
900,7
901,4
902,8
903,8
904,9
905,4
906,3
907,6
908,0
909,4
910,7
911,3
912,4
913,2
914,0
915,2
916,3
917,0
918,1
919,0
920,2
921,6
922,7
923,2
924,0
925,2
926,3
927,0
928,4
929,1
930,4
931,2
932,3
933,6
934,1
935,3
936,7
937,8
938,0
939,9
940,2
941,1
942,4
943,3
944,8
945,0
946,2
947,7
948,0
949,3
950,1
951,3
952,0
953,7
954,0
955,0
956,0
957,4
958,7
959,9
960,3
961,6
962,9
963,5
964,3
965,4
966,7
967,5
968,7
969,8
970,4
971,4
972,2
973,3
974,8
975,9
976,6
977,3
978,4
979,1
980,5
981,7
982,8
983,5
984,0
985,1
986,7
987,8
988,0
989,0
990,9
991,0
992,7
993,9
994,6
995,3
996,9
997,3
998,8
999,5
1000,4
1001,9
1002,7
1003,0
1004,6
1005,2
1006,7
1007,0
1008,7
1009,9
1010,1
1011,0
1012,3
1013,9
1014,7
1015,3
1016,8
1017,5
1018,9
1019,5
1020,7
1021,1
1022,2
1023,2
1024,4
1025,0
1026,2
1027,4
1028,5
1029,0
1030,3
1031,1
1032,4
1033,1
1034,9
1035,7
1036,0
1037,1
1038,1
1039,7
1040,0
1041,9
1042,8
1043,7
1044,0
1045,9
1046,4
1047,3
1048,7
1049,9
1050,2
1051,8
1052,3
1053,2
1054,2
1055,3
1056,3
1057,4
1058,1
1059,5
1060,4
1061,3
1062,0
1063,7
1064,9
1065,3
1066,1
1067,0
1068,2
1069,6
1070,8
1071,1
1072,9
1073,1
1074,7
1075,7
1076,2
1077,3
1078,1
1079,3
1080,0
1081,3
1082,1
1083,2
1084,7
1085,0
1086,4
1087,1
1088,5
1089,8
1090,8
1091,0
1092,8
1093,0
1094,0
1095,3
1096,2
1097,9
1098,7
1099,7
1100,7
1101,2
1102,8
1103,7
1104,2
1105,4
1106,9
1107,1
1108,1
1109,7
1110,6
1111,0
1112,3
1113,2
1114,2
1115,1
1116,0
1117,6
1118,8
1119,8
1120,0
1121,4
1122,9
1123,8
1124,6
1125,2
1126,4
1127,7
1128,4
1129,2
1130,6
1131,2
1132,5
1133,8
1134,3
1135,6
1136,1
1137,0
1138,1
1139,9
1140,0
1141,4
1142,3
1143,8
1144,8
1145,1
1146,7
1147,0
1148,2
1149,7
1150,9
1151,2
1152,3
1153,5
1154,5
1155,8
1156,3
1157,2
1158,3
1159,1
1160,1
1161,6
1162,7
1163,3
1164,8
1165,3
1166,7
1167,0
1168,1
1169,7
1170,6
1171,3
1172,7
1173,9
1174,8
1175,6
1176,2
1177,3
1178,6
1179,5
1180,0
1181,0
1182,2
1183,9
1184,8
1185,2
1186,5
1187,4
1188,5
1189,9
1190,8
1191,7
1192,4
1193,8
1194,5
1195,2
1196,3
1197,0
1198,0
1199,3
1200,0
1201,7
1202,3
1203,0
1204,1
1205,3
1206,2
1207,7
1208,8
1209,3
1210,9
1211,5
1212,3
1213,1
1214,4
1215,1
1216,4
1217,7
1218,6
1219,0
1220,6
1221,0
1222,2
1223,0
1224,4
1225,3
1226,8
1227,6
1228,9
1229,2
1230,2
1231,3
1232,5
1233,7
1234,3
1235,9
1236,0
1237,9
1238,7
1239,1
1240,5
1241,4
1242,5
1243,0
1244,9
1245,0
1246,8
1247,7
1248,4
1249,9
1250,7
1251,8
1252,1
1253,0
1254,2
1255,0
1256,9
1257,2
1258,6
1259,0
1260,2
1261,7
1262,8
1263,7
1264,0
1265,6
1266,2
1267,4
1268,2
1269,4
1270,2
1271,0
1272,7
1273,3
1274,4
1275,2
1276,6
1277,4
1278,7
1279,2
1280,1
1281,7
1282,5
1283,2
1284,0
1285,3
1286,1
1287,2
1288,2
1289,2
1290,7
1291,3
1292,0
1293,0
1294,0
1295,7
1296,3
1297,5
1298,5
1299,3
1300,0
1301,0
1302,1
1303,0
1304,8
1305,3
1306,0
1307,3
1308,3
1309,4
1310,2
1311,0
1312,2
1313,8
1314,1
1315,4
1316,4
1317,7
1318,4
1319,7
1320,0
1321,7
1322,1
1323,3
1324,7
1325,4
1326,2
1327,8
1328,1
1329,9
1330,5
1331,2
1332,1
1333,4
1334,3
1335,3
1336,4
1337,7
1338,7
1339,3
1340,0
1341,3
1342,7
1343,7
1344,0
1345,3
1346,8
1347,8
1348,3
1349,3
1350,2
1351,5
1352,0
1353,3
1354,1
1355,6
1356,7
1357,2
1358,2
1359,0
1360,8
1361,2
1362,7
1363,8
1364,2
1365,1
1366,8
1367,3
1368,3
1369,3
1370,7
1371,6
1372,2
1373,2
1374,3
1375,2
1376,0
1377,6
1378,0
1379,3
1380,9
1381,2
1382,7
1383,0
1384,5
1385,0
1386,8
1387,3
1388,7
1389,9
1390,0
1391,4
1392,2
1393,8
1394,8
1395,1
1396,5
1397,0
1398,4
1399,3
1400,4
1401,2
1402,1
1403,8
1404,5
1405,2
1406,6
1407,4
1408,9
1409,5
1410,5
1411,4
1412,2
1413,6
1414,8
1415,5
1416,3
1417,2
1418,9
1419,5
1420,4
1421,2
1422,7
1423,6
1424,2
1425,0
1426,3
1427,1
1428,0
1429,4
1430,9
1431,4
1432,2
1433,3
1434,9
1435,0
1436,4
1437,4
1438,8
1439,1
1440,3
1441,3
1442,8
1443,1
1444,3
1445,0
1446,8
1447,9
1448,8
1449,0
1450,3
1451,8
1452,6
1453,3
1454,9
1455,2
1456,7
1457,9
1458,6
1459,4
1460,6
1461,6
1462,4
1463,7
1464,6
1465,1
1466,0
1467,0
1468,4
1469,1
1470,2
1471,7
1472,2
1473,8
1474,3
1475,8
1476,0
1477,5
1478,2
1479,3
1480,4
1481,2
1482,7
1483,6
1484,1
1485,1
1486,3
1487,0
1488,3
1489,5
1490,1
1491,7
1492,2
1493,3
1494,8
1495,4
1496,1
1497,7
1498,8
1499,3
1500,1
1501,7
1502,0
1503,8
1504,1
1505,9
1506,5
1507,8
1508,1
1509,7
1510,9
1511,3
1512,9
1513,5
1514,7
1515,7
1516,8
1517,3
1518,4
1519,0
1520,0
1521,4
1522,6
1523,4
1524,2
1525,7
1526,0
1527,7
1528,7
1529,2
1530,8
1531,6
1532,5
1533,9
1534,2
1535,1
1536,4
1537,7
1538,9
1539,6
1540,5
1541,9
1542,7
1543,7
1544,2
1545,7
1546,3
1547,3
1548,0
1549,1
1550,2
1551,2
1552,4
1553,4
1554,3
1555,0
1556,3
1557,2
1558,1
1559,4
1560,4
1561,3
1562,4
1563,2
1564,2
1565,9
1566,3
1567,2
1568,7
1569,7
1570,9
1571,8
1572,7
1573,2
1574,1
1575,7
1576,3
1577,8
1578,0
1579,3
1580,0
1581,9
1582,7
1583,1
1584,2
1585,2
1586,7
1587,1
1588,1
1589,5
1590,1
1591,4
1592,3
1593,2
1594,3
1595,5
1596,0
1597,0
1598,9
1599,3
1600,7
1601,5
1602,7
1603,3
1604,1
1605,5
1606,5
1607,4
1608,1
1609,1
1610,2
1611,7
1612,0
1613,3
1614,3
1615,4
1616,5
1617,7
1618,8
1619,8
1620,9
1621,0
1622,2
1623,4
1624,7
1625,8
1626,4
1627,3
1628,3
1629,2
1630,6
1631,4
1632,2
1633,9
1634,0
1635,1
1636,2
1637,3
1638,4
1639,1
1640,1
1641,6
1642,0
1643,7
1644,9
1645,0
1646,2
1647,7
1648,1
1649,5
1650,9
1651,2
1652,6
1653,0
1654,2
1655,3
1656,0
1657,2
1658,7
1659,8
1660,9
1661,9
1662,8
1663,8
1664,8
1665,9
1666,3
1667,6
1668,7
1669,7
1670,5
1671,2
1672,5
1673,3
1674,1
1675,6
1676,1
1677,7
1678,1
1679,4
1680,9
1681,8
1682,1
1683,7
1684,2
1685,0
1686,7
1687,7
1688,2
1689,4
1690,8
1691,5
1692,3
1693,5
1694,2
1695,1
1696,3
1697,0
1698,7
1699,4
1700,2
1701,4
1702,6
1703,9
1704,0
1705,7
1706,0
1707,9
1708,2
1709,2
1710,3
1711,4
1712,1
1713,7
1714,7
1715,2
1716,6
1717,2
1718,0
1719,4
1720,6
1721,6
1722,7
1723,6
1724,3
1725,4
1726,2
1727,4
1728,3
1729,2
1730,3
1731,2
1732,6
1733,6
1734,2
1735,4
1736,7
1737,3
1738,1
1739,0
1740,1
1741,5
1742,3
1743,3
1744,3
1745,3
1746,4
1747,4
1748,1
1749,9
1750,4
1751,9
1752,3
1753,6
1754,3
1755,6
1756,4
1757,2
1758,6
1759,6
1760,4
1761,5
1762,4
1763,6
1764,3
1765,0
1766,9
1767,1
1768,7
1769,4
1770,3
1771,4
1772,4
1773,6
1774,0
1775,3
1776,7
1777,9
1778,7
1779,6
1780,4
1781,6
1782,2
1783,4
1784,1
1785,4
1786,7
1787,9
1788,8
1789,3
1790,1
1791,8
1792,4
1793,2
1794,1
1795,1
1796,9
1797,8
1798,7
1799,8
1800,7
1801,7
1802,8
1803,6
1804,0
1805,0
1806,3
1807,4
1808,3
1809,0
1810,1
1811,5
1812,0
1813,0
1814,8
1815,3
1816,7
1817,8
1818,7
1819,9
1820,6
1821,1
1822,3
1823,3
1824,2
1825,6
1826,3
1827,5
1828,3
1829,4
1830,9
1831,0
1832,3
1833,0
1834,7
1835,3
1836,9
1837,0
1838,1
1839,2
1840,8
1841,5
1842,8
1843,2
1844,0
1845,2
1846,0
1847,3
1848,8
1849,7
1850,8
1851,2
1852,3
1853,2
1854,4
1855,7
1856,5
1857,0
1858,0
1859,8
1860,6
1861,0
1862,9
1863,2
1864,1
1865,0
1866,4
1867,1
1868,9
1869,3
1870,3
1871,3
1872,5
1873,1
1874,2
1875,3
1876,6
1877,7
1878,9
1879,8
1880,1
1881,7
1882,2
1883,4
1884,2
1885,9
1886,2
1887,3
1888,9
1889,0
1890,1
1891,9
1892,5
1893,6
1894,5
1895,4
1896,7
1897,8
1898,3
1899,4
1900,7
1901,4
1902,6
1903,8
1904,7
1905,4
1906,8
1907,3
1908,2
1909,3
1910,7
1911,5
1912,1
1913,1
1914,9
1915,7
1916,8
1917,6
1918,2
1919,7
1920,1
1921,3
1922,9
1923,6
1924,1
1925,4
1926,6
1927,8
1928,6
1929,4
1930,0
1931,3
1932,7
1933,2
1934,6
1935,2
1936,0
1937,4
1938,4
1939,0
1940,8
1941,2
1942,1
1943,3
1944,0
1945,0
1946,2
1947,6
1948,5
1949,2
1950,2
1951,9
1952,3
1953,7
1954,0
1955,2
1956,0
1957,8
1958,9
1959,0
1960,3
1961,0
1962,6
1963,8
1964,1
1965,2
1966,6
1967,2
1968,0
1969,0
1970,1
1971,9
1972,5
1973,5
1974,4
1975,3
1976,4
1977,6
1978,4
1979,9
1980,2
1981,4
1982,7
1983,9
1984,7
1985,8
1986,8
1987,9
1988,3
1989,2
1990,2
1991,3
1992,3
1993,3
1994,0
1995,3
1996,4
1997,2
1998,3
1999,7
2000,5
2001,5
2002,2
2003,2
2004,2
2005,8
2006,2
2007,0
2008,5
2009,5
2010,7
2011,2
2012,6
2013,6
2014,2
2015,0
2016,9
2017,6
2018,9
2019,5
2020,0
2021,3
2022,9
2023,5
2024,1
2025,0
2026,5
2027,0
2028,0
2029,4
2030,2
2031,1
2032,3
2033,1
2034,4
2035,6
2036,0
2037,8
2038,4
2039,9
2040,4
2041,7
2042,1
2043,4
2044,5
2045,2
2046,1
2047,2
2048,3
2049,4
2050,4
2051,0
2052,8
2053,7
2054,1
2055,3
2056,0
2057,4
2058,2
2059,2
2060,6
2061,9
2062,0
2063,2
2064,2
2065,8
2066,9
2067,3
2068,7
2069,2
2070,4
2071,0
2072,7
2073,3
2074,1
2075,4
2076,3
2077,6
2078,0
2079,2
2080,1
2081,3
2082,7
2083,2
2084,2
2085,5
2086,7
2087,3
2088,2
2089,6
2090,2
2091,8
2092,3
2093,9
2094,6
2095,1
2096,8
2097,6
2098,0
2099,5
2100,7
2101,3
2102,7
2103,3
2104,7
2105,0
2106,1
2107,0
2108,7
2109,0
2110,8
2111,6
2112,4
2113,8
2114,6
2115,8
2116,5
2117,1
2118,6
2119,3
2120,1
2121,7
2122,2
2123,7
2124,7
2125,2
2126,1
2127,0
2128,4
2129,8
2130,4
2131,4
2132,4
2133,1
2134,9
2135,9
2136,3
2137,4
2138,9
2139,4
2140,3
2141,2
2142,2
2143,6
2144,2
2145,5
2146,8
2147,0
2148,2
2149,1
2150,9
2151,0
2152,7
2153,9
2154,4
2155,6
2156,2
2157,1
2158,3
2159,5
2160,8
2161,5
2162,2
2163,2
2164,9
2165,0
2166,9
2167,1
2168,7
2169,3
2170,3
2171,0
2172,6
2173,7
2174,1
2175,9
2176,5
2177,1
2178,1
2179,0
2180,0
2181,0
2182,1
2183,3
2184,0
2185,3
2186,7
2187,9
2188,4
2189,0
2190,0
2191,1
2192,3
2193,3
2194,5
2195,4
2196,4
2197,7
2198,8
2199,3
2200,0
2201,9
2202,1
2203,4
2204,2
2205,8
2206,7
2207,6
2208,3
2209,8
2210,2
2211,2
2212,4
2213,3
2214,0
2215,2
2216,7
2217,9
2218,4
2219,5
2220,3
2221,0
2222,7
2223,0
2224,8
2225,7
2226,9
2227,7
2228,0
2229,1
2230,9
2231,6
2232,1
2233,1
2234,2
2235,1
2236,1
2237,8
2238,9
2239,0
2240,8
2241,4
2242,7
2243,6
2244,4
2245,0
2246,4
2247,2
2248,8
2249,5
2250,0
2251,2
2252,0
2253,2
2254,6
2255,7
2256,4
2257,2
2258,1
2259,0
2260,7
2261,3
2262,2
2263,9
2264,8
2265,7
2266,3
2267,4
2268,4
2269,3
2270,8
2271,2
2272,4
2273,1
2274,4
2275,0
2276,5
2277,8
2278,6
2279,6
2280,6
2281,5
2282,8
2283,4
2284,1
2285,2
2286,6
2287,4
2288,1
2289,4
2290,9
2291,0
2292,2
2293,0
2294,2
2295,1
2296,1
2297,2
2298,3
2299,6
2300,3
2301,3
2302,2
2303,2
2304,3
2305,4
2306,1
2307,0
2308,6
2309,2
2310,1
2311,6
2312,8
2313,1
2314,1
2315,0
2316,2
2317,1
2318,1
2319,7
2320,1
2321,5
2322,2
2323,7
2324,3
2325,2
2326,2
2327,1
2328,6
2329,2
2330,2
2331,9
2332,8
2333,3
2334,9
2335,3
2336,4
2337,9
2338,5
2339,8
2340,6
2341,2
2342,7
2343,3
2344,9
2345,4
2346,5
2347,2
2348,3
2349,0
2350,0
2351,4
2352,7
2353,9
2354,0
2355,1
2356,3
2357,6
2358,0
2359,0
2360,9
2361,4
2362,1
2363,4
2364,0
2365,0
2366,3
2367,9
2368,3
2369,9
2370,4
2371,9
2372,6
2373,6
2374,3
2375,1
2376,0
2377,0
2378,3
2379,2
2380,7
2381,1
2382,4
2383,7
2384,9
2385,2
2386,6
2387,8
2388,0
2389,4
2390,7
2391,6
2392,6
2393,3
2394,3
2395,5
2396,4
2397,2
2398,1
2399,4
2400,9
2401,1
2402,0
2403,3
2404,7
2405,8
2406,2
2407,7
2408,0
2409,5
2410,4
2411,4
2412,1
2413,1
2414,0
2415,7
2416,4
2417,3
2418,3
2419,0
2420,7
2421,5
2422,4
2423,0
2424,6
2425,4
2426,0
2427,4
2428,3
2429,0
2430,2
2431,8
2432,0
2433,8
2434,2
2435,4
2436,2
2437,9
2438,8
2439,9
2440,5
2441,3
2442,1
2443,6
2444,0
2445,9
2446,7
2447,4
2448,1
2449,0
2450,3
2451,3
2452,5
2453,4
2454,0
2455,8
2456,4
2457,4
2458,7
2459,5
2460,7
2461,1
2462,6
2463,1
2464,4
2465,5
2466,0
2467,4
2468,7
2469,2
2470,7
2471,7
2472,0
2473,0
2474,3
2475,3
2476,8
2477,4
2478,7
2479,8
2480,1
2481,3
2482,3
2483,4
2484,3
2485,7
2486,1
2487,8
2488,4
2489,0
2490,1
2491,6
2492,4
2493,0
2494,3
2495,4
2496,1
2497,4
2498,8
2499,1
2500,1
2501,3
2502,0
2503,4
2504,9
2505,6
2506,7
2507,6
2508,9
2509,4
2510,8
2511,5
2512,7
2513,7
2514,1
2515,9
2516,2
2517,1
2518,0
2519,2
2520,1
2521,7
2522,3
2523,4
2524,7
2525,1
2526,2
2527,6
2528,6
2529,6
2530,2
2531,2
2532,0
2533,2
2534,0
2535,7
2536,2
2537,6
2538,0
2539,4
2540,9
2541,4
2542,1
2543,5
2544,0
2545,2
2546,3
2547,3
2548,2
2549,0
2550,4
2551,5
2552,0
2553,6
2554,1
2555,2
2556,6
2557,7
2558,0
2559,9
2560,1
2561,9
2562,6
2563,2
2564,6
2565,3
2566,8
2567,5
2568,7
2569,0
2570,6
2571,2
2572,2
2573,1
2574,6
2575,4
2576,6
2577,2
2578,5
2579,1
2580,5
2581,3
2582,5
2583,4
2584,0
2585,3
2586,3
2587,3
2588,5
2589,4
2590,4
2591,9
2592,3
2593,6
2594,0
2595,1
2596,3
2597,5
2598,1
2599,2
2600,4
2601,3
2602,4
2603,3
2604,3
2605,8
2606,2
2607,2
2608,2
2609,4
2610,4
2611,9
2612,5
2613,0
2614,6
2615,2
2616,7
2617,2
2618,1
2619,9
2620,4
2621,0
2622,4
2623,5
2624,9
2625,3
2626,9
2627,4
2628,4
2629,4
2630,4
2631,2
2632,8
2633,3
2634,2
2635,2
2636,2
2637,6
2638,3
2639,4
2640,6
2641,0
2642,6
2643,2
2644,1
2645,2
2646,8
2647,2
2648,3
2649,4
2650,7
2651,9
2652,1
2653,3
2654,8
2655,1
2656,6
2657,0
2658,6
2659,4
2660,4
2661,7
2662,7
2663,2
2664,2
2665,6
2666,3
2667,6
2668,8
2669,6
2670,5
2671,6
2672,1
2673,1
2674,3
2675,1
2676,4
2677,4
2678,8
2679,6
2680,1
2681,0
2682,9
2683,1
2684,1
2685,6
2686,8
2687,3
2688,7
2689,5
2690,7
2691,2
2692,9
2693,1
2694,6
2695,4
2696,2
2697,7
2698,7
2699,0
2700,7
2701,2
2702,7
2703,0
2704,1
2705,2
2706,0
2707,3
2708,7
2709,7
2710,9
2711,8
2712,2
2713,4
2714,9
2715,4
2716,2
2717,7
2718,1
2719,4
2720,2
2721,3
2722,4
2723,4
2724,2
2725,1
2726,2
2727,1
2728,3
2729,2
2730,3
2731,7
2732,0
2733,2
2734,0
2735,1
2736,3
2737,9
2738,3
2739,3
2740,5
2741,8
2742,1
2743,5
2744,0
2745,4
2746,0
2747,4
2748,7
2749,7
2750,4
2751,5
2752,1
2753,6
2754,5
2755,2
2756,4
2757,7
2758,9
2759,2
2760,9
2761,6
2762,9
2763,2
2764,3
2765,1
2766,5
2767,3
2768,0
2769,6
2770,6
2771,5
2772,1
2773,9
2774,8
2775,6
2776,5
2777,3
2778,0
2779,7
2780,3
2781,3
2782,4
2783,2
2784,4
2785,6
2786,7
2787,7
2788,4
2789,7
2790,2
2791,4
2792,3
2793,4
2794,2
2795,4
2796,6
2797,0
2798,6
2799,6
2800,5
2801,7
2802,4
2803,3
2804,7
2805,2
2806,9
2807,2
2808,7
2809,1
2810,9
2811,6
2812,8
2813,7
2814,2
2815,6
2816,2
2817,7
2818,2
2819,8
2820,2
2821,8
2822,3
2823,2
2824,3
2825,0
2826,3
2827,7
2828,0
2829,4
2830,2
2831,4
2832,3
2833,2
2834,2
2835,4
2836,3
2837,4
2838,9
2839,1
2840,3
2841,0
2842,0
2843,3
2844,1
2845,0
2846,2
2847,8
2848,8
2849,0
2850,1
2851,8
2852,5
2853,0
2854,4
2855,1
2856,6
2857,0
2858,3
2859,6
2860,5
2861,7
2862,0
2863,1
2864,4
2865,3
2866,2
2867,5
2868,4
2869,4
2870,7
2871,9
2872,4
2873,4
2874,0
2875,1
2876,3
2877,2
2878,3
2879,0
2880,5
2881,4
2882,2
2883,5
2884,4
2885,3
2886,3
2887,9
2888,7
2889,8
2890,4
2891,1
2892,7
2893,9
2894,1
2895,2
2896,8
2897,0
2898,8
2899,0
2900,1
2901,0
2902,5
2903,3
2904,2
2905,8
2906,3
2907,5
2908,7
2909,0
2910,0
2911,9
2912,9
2913,1
2914,0
2915,7
2916,8
2917,4
2918,9
2919,3
2920,5
2921,3
2922,7
2923,7
2924,7
2925,0
2926,5
2927,9
2928,2
2929,2
2930,2
2931,4
2932,2
2933,0
2934,7
2935,0
2936,3
2937,2
2938,7
2939,8
2940,4
2941,9
2942,0
2943,2
2944,0
2945,6
2946,0
2947,5
2948,4
2949,9
2950,8
2951,9
2952,4
2953,5
2954,7
2955,9
2956,1
2957,8
2958,0
2959,1
2960,2
2961,1
2962,6
2963,6
2964,6
2965,0
2966,1
2967,1
2968,5
2969,8
2970,9
2971,8
2972,1
2973,0
2974,2
2975,2
2976,4
2977,2
2978,9
2979,9
2980,0
2981,2
2982,3
2983,7
2984,2
2985,7
2986,8
2987,2
2988,7
2989,0
2990,2
2991,4
2992,3
2993,0
2994,4
2995,3
2996,4
